name,price,description,category,subcategory,shop,image
Charger 842,737,High quality Charger from Electronics,Electronics,Charger,Urban Grocery,products/default.jpg
Spinach 973,2328,High quality Spinach from Vegetables,Vegetables,Spinach,Quick Shop,products/default.jpg
Pillow 373,1332,High quality Pillow from Home,Home,Pillow,Super Store,products/default.jpg
Muffin 598,2038,High quality Muffin from Bakery,Bakery,Muffin,Quick Shop,products/default.jpg
Donut 837,4890,High quality Donut from Bakery,Bakery,Donut,Super Store,products/default.jpg
Jeans 429,3232,High quality Jeans from Clothing,Clothing,Jeans,Urban Grocery,products/default.jpg
Soda 879,1370,High quality Soda from Beverages,Beverages,Soda,Urban Grocery,products/default.jpg
Mobile 605,4141,High quality Mobile from Electronics,Electronics,Mobile,Super Store,products/default.jpg
Onion 11,3781,High quality Onion from Vegetables,Vegetables,Onion,Fresh Mart,products/default.jpg
Soap 697,4365,High quality Soap from Daily Needs,Daily Needs,Soap,Green Basket,products/default.jpg
Bread 224,2270,High quality Bread from Bakery,Bakery,Bread,Mega Mart,products/default.jpg
Table 138,369,High quality Table from Home,Home,Table,Green Basket,products/default.jpg
Toilet Paper 851,2249,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Mega Mart,products/default.jpg
Soda 501,2030,High quality Soda from Beverages,Beverages,Soda,Fresh Mart,products/default.jpg
Pillow 510,4137,High quality Pillow from Home,Home,Pillow,Mega Mart,products/default.jpg
Popcorn 303,194,High quality Popcorn from Snacks,Snacks,Popcorn,Daily Needs Store,products/default.jpg
Chair 725,2849,High quality Chair from Home,Home,Chair,Super Store,products/default.jpg
Energy Drink 518,1654,High quality Energy Drink from Beverages,Beverages,Energy Drink,Urban Grocery,products/default.jpg
Popcorn 48,3980,High quality Popcorn from Snacks,Snacks,Popcorn,Urban Grocery,products/default.jpg
Laptop 75,4788,High quality Laptop from Electronics,Electronics,Laptop,Mega Mart,products/default.jpg
Jeans 544,1939,High quality Jeans from Clothing,Clothing,Jeans,Smart Shop,products/default.jpg
Onion 135,307,High quality Onion from Vegetables,Vegetables,Onion,Daily Needs Store,products/default.jpg
Spinach 464,4541,High quality Spinach from Vegetables,Vegetables,Spinach,Green Basket,products/default.jpg
Butter 759,4750,High quality Butter from Dairy,Dairy,Butter,Fresh Mart,products/default.jpg
Banana 982,3993,High quality Banana from Fruits,Fruits,Banana,Mega Mart,products/default.jpg
Apple 572,1812,High quality Apple from Fruits,Fruits,Apple,Smart Shop,products/default.jpg
Muffin 932,4401,High quality Muffin from Bakery,Bakery,Muffin,Smart Shop,products/default.jpg
Soda 908,363,High quality Soda from Beverages,Beverages,Soda,Green Basket,products/default.jpg
Laptop 439,1598,High quality Laptop from Electronics,Electronics,Laptop,Green Basket,products/default.jpg
Biscuit 49,203,High quality Biscuit from Bakery,Bakery,Biscuit,Urban Grocery,products/default.jpg
Detergent 582,4768,High quality Detergent from Daily Needs,Daily Needs,Detergent,Daily Needs Store,products/default.jpg
Muffin 213,1854,High quality Muffin from Bakery,Bakery,Muffin,Mega Mart,products/default.jpg
Pen 747,4457,High quality Pen from Stationery,Stationery,Pen,Mega Mart,products/default.jpg
Paneer 928,476,High quality Paneer from Dairy,Dairy,Paneer,Super Store,products/default.jpg
Soap 927,167,High quality Soap from Daily Needs,Daily Needs,Soap,Urban Grocery,products/default.jpg
Banana 331,1523,High quality Banana from Fruits,Fruits,Banana,Daily Needs Store,products/default.jpg
Laptop 457,2409,High quality Laptop from Electronics,Electronics,Laptop,Quick Shop,products/default.jpg
Detergent 909,416,High quality Detergent from Daily Needs,Daily Needs,Detergent,Urban Grocery,products/default.jpg
Banana 238,1917,High quality Banana from Fruits,Fruits,Banana,Fresh Mart,products/default.jpg
Carrot 748,1084,High quality Carrot from Vegetables,Vegetables,Carrot,Smart Shop,products/default.jpg
Banana 472,5,High quality Banana from Fruits,Fruits,Banana,Fresh Mart,products/default.jpg
Orange 675,4478,High quality Orange from Fruits,Fruits,Orange,Fresh Mart,products/default.jpg
Notebook 396,2948,High quality Notebook from Stationery,Stationery,Notebook,Super Store,products/default.jpg
Milk 606,101,High quality Milk from Dairy,Dairy,Milk,Daily Needs Store,products/default.jpg
Namkeen 253,4471,High quality Namkeen from Snacks,Snacks,Namkeen,Quick Shop,products/default.jpg
Headphones 700,4600,High quality Headphones from Electronics,Electronics,Headphones,Quick Shop,products/default.jpg
Yogurt 746,1954,High quality Yogurt from Dairy,Dairy,Yogurt,Daily Needs Store,products/default.jpg
Potato 179,2491,High quality Potato from Vegetables,Vegetables,Potato,Green Basket,products/default.jpg
Carrot 654,1228,High quality Carrot from Vegetables,Vegetables,Carrot,Daily Needs Store,products/default.jpg
Biscuit 338,1998,High quality Biscuit from Bakery,Bakery,Biscuit,Urban Grocery,products/default.jpg
Headphones 888,3448,High quality Headphones from Electronics,Electronics,Headphones,Daily Needs Store,products/default.jpg
Shorts 851,2113,High quality Shorts from Clothing,Clothing,Shorts,Urban Grocery,products/default.jpg
Potato 994,4847,High quality Potato from Vegetables,Vegetables,Potato,Mega Mart,products/default.jpg
Bread 648,421,High quality Bread from Bakery,Bakery,Bread,Mega Mart,products/default.jpg
Tomato 304,78,High quality Tomato from Vegetables,Vegetables,Tomato,Fresh Mart,products/default.jpg
Curtain 197,1100,High quality Curtain from Home,Home,Curtain,Urban Grocery,products/default.jpg
Popcorn 458,2176,High quality Popcorn from Snacks,Snacks,Popcorn,Fresh Mart,products/default.jpg
Soap 832,741,High quality Soap from Daily Needs,Daily Needs,Soap,Daily Needs Store,products/default.jpg
Marker 690,3282,High quality Marker from Stationery,Stationery,Marker,Fresh Mart,products/default.jpg
Orange 978,3982,High quality Orange from Fruits,Fruits,Orange,Daily Needs Store,products/default.jpg
Milk 382,4256,High quality Milk from Dairy,Dairy,Milk,Urban Grocery,products/default.jpg
Curtain 832,4759,High quality Curtain from Home,Home,Curtain,Mega Mart,products/default.jpg
Toothpaste 650,1298,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Green Basket,products/default.jpg
Butter 262,2746,High quality Butter from Dairy,Dairy,Butter,Super Store,products/default.jpg
Chair 755,845,High quality Chair from Home,Home,Chair,Smart Shop,products/default.jpg
Soda 135,2686,High quality Soda from Beverages,Beverages,Soda,Super Store,products/default.jpg
Spinach 763,3443,High quality Spinach from Vegetables,Vegetables,Spinach,Urban Grocery,products/default.jpg
Cookies 783,460,High quality Cookies from Snacks,Snacks,Cookies,Quick Shop,products/default.jpg
Banana 613,2787,High quality Banana from Fruits,Fruits,Banana,Mega Mart,products/default.jpg
Shorts 813,2484,High quality Shorts from Clothing,Clothing,Shorts,Quick Shop,products/default.jpg
Tea 692,3573,High quality Tea from Beverages,Beverages,Tea,Quick Shop,products/default.jpg
Table 113,3752,High quality Table from Home,Home,Table,Super Store,products/default.jpg
Paneer 824,2510,High quality Paneer from Dairy,Dairy,Paneer,Mega Mart,products/default.jpg
Apple 694,4878,High quality Apple from Fruits,Fruits,Apple,Smart Shop,products/default.jpg
Toilet Paper 670,2794,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Quick Shop,products/default.jpg
Carrot 599,1500,High quality Carrot from Vegetables,Vegetables,Carrot,Mega Mart,products/default.jpg
Mango 723,2681,High quality Mango from Fruits,Fruits,Mango,Mega Mart,products/default.jpg
Charger 987,1233,High quality Charger from Electronics,Electronics,Charger,Mega Mart,products/default.jpg
Paneer 510,2707,High quality Paneer from Dairy,Dairy,Paneer,Quick Shop,products/default.jpg
Tomato 397,1027,High quality Tomato from Vegetables,Vegetables,Tomato,Smart Shop,products/default.jpg
Table 145,3798,High quality Table from Home,Home,Table,Fresh Mart,products/default.jpg
Soda 59,4474,High quality Soda from Beverages,Beverages,Soda,Daily Needs Store,products/default.jpg
Laptop 848,800,High quality Laptop from Electronics,Electronics,Laptop,Smart Shop,products/default.jpg
Chocolate 749,3127,High quality Chocolate from Snacks,Snacks,Chocolate,Urban Grocery,products/default.jpg
Chips 929,1745,High quality Chips from Snacks,Snacks,Chips,Urban Grocery,products/default.jpg
Smart Watch 836,4413,High quality Smart Watch from Electronics,Electronics,Smart Watch,Quick Shop,products/default.jpg
Shirt 188,1370,High quality Shirt from Clothing,Clothing,Shirt,Green Basket,products/default.jpg
Cheese 181,4741,High quality Cheese from Dairy,Dairy,Cheese,Smart Shop,products/default.jpg
Chips 185,2254,High quality Chips from Snacks,Snacks,Chips,Urban Grocery,products/default.jpg
Jacket 936,2184,High quality Jacket from Clothing,Clothing,Jacket,Daily Needs Store,products/default.jpg
Tomato 878,1102,High quality Tomato from Vegetables,Vegetables,Tomato,Fresh Mart,products/default.jpg
Soda 244,694,High quality Soda from Beverages,Beverages,Soda,Smart Shop,products/default.jpg
Cheese 979,493,High quality Cheese from Dairy,Dairy,Cheese,Quick Shop,products/default.jpg
Shirt 152,3318,High quality Shirt from Clothing,Clothing,Shirt,Super Store,products/default.jpg
Mango 618,3022,High quality Mango from Fruits,Fruits,Mango,Smart Shop,products/default.jpg
Tomato 384,4960,High quality Tomato from Vegetables,Vegetables,Tomato,Mega Mart,products/default.jpg
Soda 695,4714,High quality Soda from Beverages,Beverages,Soda,Mega Mart,products/default.jpg
Apple 194,3725,High quality Apple from Fruits,Fruits,Apple,Quick Shop,products/default.jpg
Bread 128,86,High quality Bread from Bakery,Bakery,Bread,Smart Shop,products/default.jpg
Mobile 917,3106,High quality Mobile from Electronics,Electronics,Mobile,Super Store,products/default.jpg
Bed Sheet 440,2997,High quality Bed Sheet from Home,Home,Bed Sheet,Super Store,products/default.jpg
Cake 248,3123,High quality Cake from Bakery,Bakery,Cake,Quick Shop,products/default.jpg
Namkeen 901,1528,High quality Namkeen from Snacks,Snacks,Namkeen,Fresh Mart,products/default.jpg
Bread 325,4141,High quality Bread from Bakery,Bakery,Bread,Super Store,products/default.jpg
Apple 124,1635,High quality Apple from Fruits,Fruits,Apple,Daily Needs Store,products/default.jpg
Energy Drink 224,4894,High quality Energy Drink from Beverages,Beverages,Energy Drink,Quick Shop,products/default.jpg
Smart Watch 900,1192,High quality Smart Watch from Electronics,Electronics,Smart Watch,Quick Shop,products/default.jpg
Yogurt 248,1708,High quality Yogurt from Dairy,Dairy,Yogurt,Smart Shop,products/default.jpg
Mobile 638,639,High quality Mobile from Electronics,Electronics,Mobile,Daily Needs Store,products/default.jpg
Pencil 947,4115,High quality Pencil from Stationery,Stationery,Pencil,Quick Shop,products/default.jpg
Tomato 323,1921,High quality Tomato from Vegetables,Vegetables,Tomato,Daily Needs Store,products/default.jpg
Biscuit 970,3098,High quality Biscuit from Bakery,Bakery,Biscuit,Fresh Mart,products/default.jpg
Cookies 342,1167,High quality Cookies from Snacks,Snacks,Cookies,Green Basket,products/default.jpg
Toilet Paper 713,2588,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Fresh Mart,products/default.jpg
Tea 920,1713,High quality Tea from Beverages,Beverages,Tea,Daily Needs Store,products/default.jpg
Soda 363,2880,High quality Soda from Beverages,Beverages,Soda,Quick Shop,products/default.jpg
Bread 326,4069,High quality Bread from Bakery,Bakery,Bread,Quick Shop,products/default.jpg
Onion 585,4574,High quality Onion from Vegetables,Vegetables,Onion,Super Store,products/default.jpg
Butter 584,1519,High quality Butter from Dairy,Dairy,Butter,Smart Shop,products/default.jpg
Cookies 421,4461,High quality Cookies from Snacks,Snacks,Cookies,Super Store,products/default.jpg
Energy Drink 270,1416,High quality Energy Drink from Beverages,Beverages,Energy Drink,Super Store,products/default.jpg
Cheese 804,2817,High quality Cheese from Dairy,Dairy,Cheese,Daily Needs Store,products/default.jpg
Energy Drink 732,879,High quality Energy Drink from Beverages,Beverages,Energy Drink,Super Store,products/default.jpg
Laptop 652,3677,High quality Laptop from Electronics,Electronics,Laptop,Super Store,products/default.jpg
Butter 201,1017,High quality Butter from Dairy,Dairy,Butter,Super Store,products/default.jpg
Pillow 459,736,High quality Pillow from Home,Home,Pillow,Fresh Mart,products/default.jpg
Mobile 885,1330,High quality Mobile from Electronics,Electronics,Mobile,Urban Grocery,products/default.jpg
Notebook 428,3633,High quality Notebook from Stationery,Stationery,Notebook,Fresh Mart,products/default.jpg
